SK_ID_CURR,AMT_INCOME_TOTAL,DAYS_BIRTH,avg_income
358531,675000,-8891,75.91946912608256
161114,900000,-11862,75.87253414264036
103838,810000,-10712,75.61613144137416
369279,652500,-8631,75.59958289885297
137999,900000,-11930,75.44006705783738
411466,1575000,-20940,75.21489971346705
339010,1125000,-14978,75.1101615703031
102356,765000,-10186,75.10308266247792
413781,810000,-10801,74.99305619850014
424585,1260000,-16848,74.78632478632478
341517,900000,-12045,74.71980074719801
238782,931365,-12536,74.29522973835354
362192,855000,-11517,74.23808283407138
241091,900000,-12209,73.71611106560734
238049,855000,-11606,73.6687920041358
157245,900000,-12252,73.45739471106758
432043,765000,-10424,73.38833461243284
159685,900000,-12264,73.38551859099805
396433,675000,-9202,73.35361877852641
137812,900000,-12298,73.1826313221662
279986,1125000,-15389,73.10416531288583
169564,900000,-12315,73.0816077953715
437135,900000,-12373,72.73902852986342
191640,1350000,-18579,72.66268367511707
142143,720000,-9913,72.63189750832241
199980,765000,-10541,72.57375960535053
380537,675000,-9311,72.4948985071421
407999,1170000,-16163,72.38755181587577
187946,1350000,-18653,72.37441698386318
117927,877500,-12129,72.34726688102894
212804,1575000,-21803,72.23776544512224
412505,675000,-9346,72.22341108495613
434385,900000,-12492,72.04610951008645
125599,900000,-12504,71.97696737044146
389556,1125000,-15632,71.967758444217
325085,675000,-9399,71.81615065432493
431486,765000,-10658,71.77706886845561
432396,1260000,-17610,71.55025553662692
191343,1125000,-15779,71.2972938716015
343981,675000,-9476,71.2325875897003
197094,675000,-9496,71.08256107834877
394790,720000,-10132,71.06198183971576
243207,864000,-12209,70.76746662298305
383287,1125000,-15929,70.62590244208675
113213,1125000,-15960,70.48872180451127
114122,1080000,-15323,70.48228153755792
292841,1215000,-17265,70.37358818418767
200263,1350000,-19233,70.19185774450163
293028,675000,-9623,70.14444559908553
333811,1350000,-19263,70.08254166017754
328271,1080000,-15411,70.07981312049834
349330,1035000,-14774,70.05550291051848
444699,675000,-9651,69.94093876282251
158040,900000,-12901,69.76203395085652
202353,1215000,-17422,69.73940994145333
212267,1125000,-16149,69.66375626973806
344842,1102500,-15840,69.60227272727273
396882,1192500,-17169,69.45657871745588
325519,1350000,-19442,69.4373006892295
365401,720000,-10376,69.39090208172706
144317,1125000,-16224,69.34171597633136
226657,1350000,-19489,69.26984452768228
109690,1350000,-19507,69.20592607781822
406788,1009368,-14588,69.19166438168358
261596,675000,-9759,69.16692284045496
202614,675000,-9762,69.14566687154272
153540,810000,-11737,69.01252449518617
170922,675000,-9803,68.85647250841579
399995,900000,-13072,68.84944920440637
282697,1125000,-16352,68.79892367906066
102782,693000,-10076,68.77729257641921
300374,877500,-12760,68.76959247648902
121686,900000,-13093,68.73902085083633
221166,760792.5,-11072,68.71319544797687
272019,1102500,-16046,68.70871245170136
280400,630000,-9186,68.58262573481385
426739,675000,-9846,68.55575868372944
120911,810000,-11839,68.4179407044514
270098,630000,-9211,68.396482466616
424605,675000,-9885,68.28528072837632
379413,660397.5,-9687,68.17358315267884
302394,1350000,-19815,68.13020439061317
270297,855000,-12562,68.06241044419679
275053,1080000,-15873,68.04006804006804
291898,810000,-11914,67.98724190028538
268262,720000,-10598,67.93734666918286
283995,1350000,-19895,67.85624528776074
184839,720000,-10614,67.83493499152063
238670,1035000,-15267,67.79327962271566
442808,742500,-10958,67.75871509399525
137980,1125000,-16616,67.70582571015888
130695,765000,-11315,67.60936809544852
235014,675000,-10008,67.44604316546763
391134,810000,-12012,67.43256743256744
387657,900000,-13354,67.39553691777745
322361,1125000,-16702,67.35720273021195
232572,783000,-11633,67.30851886873549
454746,949500,-14111,67.28793140103465
196398,1125000,-16723,67.27261854930336
128319,675000,-10049,67.17086277241516
293457,810000,-12082,67.04188048336368
439504,1125000,-16805,66.9443617970842
424137,990000,-14790,66.93711967545639
446300,675000,-10093,66.87803428118498
400456,675000,-10098,66.84491978609626
215822,720000,-10786,66.7531985907658
251391,675000,-10113,66.74577276772472
262900,900000,-13486,66.73587423995254
107892,675000,-10119,66.70619626445301
359812,675000,-10123,66.67983799268991
187318,900000,-13502,66.65679158643164
258765,990000,-14862,66.61283811061769
404604,810000,-12164,66.58993752055245
225078,900000,-13519,66.57297137362231
188624,675000,-10151,66.4959117328342
368880,675000,-10159,66.44354759326706
419720,675000,-10179,66.3129973474801
162494,900450,-13582,66.29730525695774
299441,810000,-12221,66.27935520824809
400907,574564.5,-8672,66.25513145756457
399685,810000,-12228,66.24141315014721
427512,1125000,-16984,66.23881300047103
204119,675000,-10195,66.20892594409024
346045,742500,-11233,66.09988426956289
381800,675000,-10212,66.09870740305523
186220,675000,-10215,66.07929515418502
137086,945000,-14317,66.00544806872948
133475,675000,-10246,65.87936755807144
271274,1035000,-15735,65.7769304099142
321036,675000,-10263,65.77024261911721
220140,900000,-13696,65.71261682242991
325693,652500,-9930,65.70996978851964
169639,1125000,-17130,65.67425569176882
300093,675000,-10295,65.56580864497329
107812,612000,-9338,65.53865924180766
245909,900000,-13791,65.25995214270176
404863,909000,-13935,65.23143164693218
363680,675000,-10355,65.18590053114437
299000,585000,-8983,65.12301013024602
269253,675000,-10369,65.09788793519144
449559,900000,-13832,65.06651243493349
391254,675000,-10388,64.97882171736619
363987,945000,-14550,64.94845360824742
100366,765000,-11788,64.89650492025788
180978,900000,-13875,64.86486486486487
183110,1125000,-17346,64.85645105499827
137927,900000,-13895,64.7715005397625
220573,900000,-13908,64.71095772217429
400244,945000,-14626,64.6109667715028
264593,765000,-11852,64.54606817414782
349520,1215000,-18833,64.51441618435724
454864,936000,-14510,64.50723638869745
220023,1260000,-19534,64.50291798914712
195142,900000,-13953,64.50225757901526
156266,675000,-10465,64.50071667462971
173297,675000,-10470,64.46991404011462
403682,765000,-11913,64.21556283052128
345261,562500,-8761,64.20499942928889
323746,720000,-11221,64.16540415292755
198204,675000,-10521,64.1573994867408
105782,675000,-10533,64.08430646539448
197864,855000,-13344,64.07374100719424
350504,675000,-10536,64.06605922551253
398710,1125000,-17561,64.06241102442914
451658,675000,-10538,64.0539001708104
287933,675000,-10547,63.99924149047122
247659,675000,-10559,63.92650819206364
313601,630000,-9866,63.8556659233732
361026,675000,-10572,63.84790011350738
131412,900000,-14097,63.843370929985106
391225,675000,-10590,63.73937677053824
325352,765000,-12007,63.712834180061634
352149,675000,-10597,63.6972728130603
452302,900000,-14138,63.658226057433865
392456,675000,-10607,63.63722070330913
256480,675000,-10624,63.53539156626506
146781,495000,-7793,63.518542281534714
439596,720000,-11351,63.43053475464717
402530,810000,-12776,63.40012523481528
304988,495000,-7808,63.396516393442624
387631,675000,-10655,63.35053965274519
443647,990000,-15634,63.32352564922605
371563,630000,-9951,63.310220078384084
272191,675000,-10683,63.184498736310026
206063,1125000,-17823,63.12068675307187
117197,720000,-11408,63.11360448807854
154041,675000,-10695,63.11360448807854
333679,1125000,-17856,63.00403225806452
214831,900000,-14299,62.94146443807259
384389,900000,-14303,62.92386212682654
194634,1215000,-19315,62.90447838467512
340941,900000,-14318,62.857941053219726
166807,1358550,-21615,62.85218598195697
145176,675000,-10746,62.814070351758794
237906,675000,-10757,62.74983731523659
282493,675000,-10758,62.744004461795875
157054,765000,-12197,62.72034106747561
231978,1350000,-21539,62.67700450345884
130548,675000,-10771,62.668275926097856
126818,810000,-12944,62.577255871446226
432802,1001826,-16031,62.49304472584368
123325,900000,-14403,62.486981878775254
147716,675000,-10812,62.430632630410656
235483,765000,-12260,62.39804241435563
259542,675000,-10819,62.3902393936593
186595,675000,-10823,62.367181003418644
313311,720000,-11546,62.3592586177031
136017,720000,-11551,62.33226560470955
262069,900000,-14453,62.27080882861689
136324,900000,-14464,62.22345132743363
150270,720000,-11572,62.21914967162115
425618,742500,-11934,62.217194570135746
323581,720000,-11588,62.133241284086985
432122,675000,-10870,62.09751609935603
262340,900000,-14496,62.086092715231786
249962,675000,-10877,62.05755263399835
372820,900000,-14509,62.03046385002412
330703,675000,-10885,62.011943040881945
318316,900000,-14535,61.919504643962846
318162,675000,-10909,61.87551562929691
399728,675000,-10911,61.86417376959032
194597,864000,-13968,61.855670103092784
250996,841500,-13611,61.824994489750935
431713,630000,-10192,61.81318681318681
122177,675000,-10922,61.801867789782094
358030,1350000,-21844,61.801867789782094
407582,675000,-10927,61.77358835911046
168518,481500,-7803,61.707035755478664
439038,900000,-14612,61.59321105940323
174228,720000,-11694,61.570035915854284
358660,900000,-14620,61.55950752393981
282637,720000,-11718,61.443932411674346
406112,900000,-14670,61.34969325153374
451479,675000,-11016,61.27450980392157
273373,675000,-11029,61.20228488530238
429647,720000,-11766,61.193268740438555
349527,630000,-10315,61.076102762966556
127410,900000,-14759,60.979741174876345
157043,810000,-13310,60.856498873027796
236247,900000,-14789,60.85604165257962
366621,765000,-12588,60.7721639656816
397774,540000,-8886,60.76975016880486
413945,720000,-11852,60.74924063449207
376308,585000,-9633,60.72874493927125
195536,832500,-13725,60.65573770491803
262093,720000,-11871,60.65200909780136
273854,810000,-13363,60.61513133278456
137884,630000,-10411,60.512919027951206
147270,810000,-13424,60.33969010727056
271740,540000,-8954,60.30824212642394
269883,720000,-11941,60.29645758311699
196466,900000,-14934,60.265166733627964
142941,810000,-13460,60.178306092124814
275292,900000,-14961,60.156406657309006
380792,585000,-9742,60.04927119687949
297368,675000,-11246,60.021340921216435
406242,675000,-11246,60.021340921216435
196558,900000,-14997,60.01200240048009
426632,900000,-14998,60.00800106680891
165024,630000,-10501,59.994286258451574
386741,540000,-9002,59.98666962897134
137856,675000,-11259,59.95203836930455
453357,855000,-14264,59.94111048794167
352009,527247,-8797,59.93486415823576
244750,675000,-11279,59.845731004521674
244338,810000,-13537,59.83600502326956
296317,684000,-11452,59.727558505064614
195273,1125000,-18853,59.67220071076221
365540,765000,-12823,59.658426265304534
336057,675000,-11322,59.61844197138315
267212,900000,-15097,59.61449294561834
450866,675000,-11330,59.576345984112976
390514,682303.5,-11460,59.53782722513089
366733,810000,-13612,59.50631795474581
187752,540000,-9080,59.47136563876652
117337,760846.5,-12796,59.4597139731166
137451,810000,-13632,59.41901408450704
197476,945000,-15905,59.415278214397986
259375,675000,-11362,59.40855483189579
138708,517500,-8714,59.38719302272206
167817,720000,-12127,59.37165003710728
177518,555327,-9354,59.36786401539448
276682,900000,-15172,59.31979963089903
299668,877500,-14798,59.298553858629546
429775,630000,-10629,59.271803556308214
333782,540000,-9116,59.23650724001755
344164,675000,-11397,59.22611213477231
321081,675000,-11408,59.169004207573636
253104,675000,-11413,59.143082449837905
243102,675000,-11415,59.13272010512483
122733,675000,-11441,58.998339306004716
147033,765000,-12968,58.99136335595311
273162,900000,-15257,58.98931637936685
443054,675000,-11453,58.936523181699116
389675,990000,-16801,58.92506398428665
258112,675000,-11456,58.92108938547486
378285,900000,-15280,58.90052356020942
413588,1125000,-19114,58.85738202364759
448783,900000,-15295,58.84275907159202
255884,675000,-11475,58.8235294117647
270540,751500,-12801,58.706351066322945
268091,675000,-11503,58.680344258019645
321050,675000,-11507,58.659946119753194
203573,900000,-15344,58.6548488008342
340562,675000,-11523,58.578495183545954
397563,900000,-15365,58.574682720468594
437137,675000,-11528,58.553088133240806
409301,675000,-11531,58.5378544792299
396584,900000,-15380,58.517555266579976
288064,900000,-15381,58.51375073142189
353415,675000,-11542,58.48206549991336
328930,1125000,-19245,58.456742010911924
141846,675000,-11551,58.436499004415204
384704,675000,-11551,58.436499004415204
378478,675000,-11557,58.406160768365496
110843,675000,-11564,58.37080594949845
169555,690399,-11830,58.36001690617075
114345,540000,-9260,58.31533477321814
344803,706500,-12116,58.31132386926378
331415,810000,-13895,58.294350485786254
396568,900000,-15456,58.22981366459627
180330,675000,-11608,58.14955203308063
141270,585000,-10068,58.104886769964246
117500,900000,-15515,58.00837898807605
356532,796500,-13744,57.95256111757858
454039,1215000,-20986,57.895740017154296
228135,864900,-14940,57.89156626506024
186060,832500,-14387,57.86473900048655
454190,675000,-11676,57.810894141829394
295382,675000,-11680,57.79109589041096
248696,1080000,-18693,57.77563793933558
224431,900000,-15585,57.74783445620789
314550,675000,-11698,57.70217131133527
116963,630000,-10920,57.69230769230769
149586,900000,-15622,57.611061323774166
223680,810000,-14076,57.54475703324808
412633,720000,-12519,57.51258087706686
143116,675000,-11744,57.47615803814714
247864,540000,-9396,57.47126436781609
160617,900000,-15663,57.46025665581306
326050,900000,-15668,57.44191983660965
327061,1125000,-19590,57.42725880551302
132465,540000,-9409,57.3918588585397
226452,720000,-12549,57.37508964857758
279026,540000,-9412,57.37356566085848
402775,675000,-11803,57.18885029229857
384237,630000,-11019,57.173972229784916
372935,495000,-8660,57.159353348729795
211511,540000,-9450,57.142857142857146
402471,585000,-10269,56.96757230499562
222004,900000,-15803,56.95121179522875
124179,675000,-11853,56.94760820045558
366225,607500,-10670,56.935332708528584
225567,900000,-15817,56.900802933552505
322063,630000,-11074,56.89001264222503
357512,810000,-14242,56.874034545709875
149421,675000,-11890,56.7703952901598
360732,765000,-13477,56.763374638272616
112362,765000,-13478,56.75916308057575
107189,810000,-14272,56.75448430493274
293222,675000,-11912,56.66554734721289
299328,585000,-10325,56.65859564164649
282972,810000,-14305,56.623558196434814
235952,675000,-11921,56.62276654643067
327995,1125000,-19869,56.6208666767326
263691,810000,-14309,56.60772940107625
326886,900000,-15905,56.58597925180761
293999,675000,-11936,56.55160857908847
271407,612000,-10826,56.53057454276741
204152,585000,-10352,56.51081916537867
299341,675000,-11945,56.50899958141482
361707,945000,-16723,56.50899958141482
323516,585000,-10356,56.48899188876014
315452,675000,-11957,56.452287363050935
271339,900000,-15944,56.44756648268941
255202,675000,-11966,56.409827845562425
231425,675000,-11968,56.400401069518715
191661,900000,-15962,56.383911790502445
276799,675000,-11973,56.37684790779253
329987,540000,-9579,56.37331663012841
328421,639000,-11353,56.28468246278517
250387,495000,-8797,56.26918267591224
305314,540000,-9598,56.26172119191498
161331,495000,-8803,56.230830398727704
131492,675000,-12010,56.20316402997502
386105,900000,-16023,56.16925669350309
380896,675000,-12031,56.105061923364644
144381,585000,-10430,56.0882070949185
207411,720000,-12841,56.07039950159645
438999,675000,-12062,55.96086884430443
258869,900000,-16095,55.91798695246971
170288,900000,-16103,55.89020679376514
285411,837000,-14979,55.878229521329864
290504,900000,-16108,55.87285820710206
219033,1125000,-20141,55.8562136934611
226901,900000,-16124,55.81741503349045
179254,675000,-12098,55.794346172921145
335977,675000,-12098,55.794346172921145
226596,675000,-12119,55.69766482383035
250450,540000,-9708,55.62422744128554
131543,540000,-9712,55.601317957166394
418431,450000,-8096,55.58300395256917
148975,630000,-11335,55.58006175562417
126182,450000,-8099,55.56241511297691
199730,675000,-12150,55.55555555555556
343841,675000,-12157,55.523566669408574
418751,540000,-9727,55.51557520304308
252164,495000,-8917,55.51194347874846
301392,495000,-8922,55.480833893745796
314577,675000,-12172,55.455142951035164
272390,1125000,-20299,55.42144933247943
196912,630000,-11378,55.37001230444718
180206,900000,-16255,55.367579206398034
365255,810000,-14631,55.36190280910396
244566,1291500,-23336,55.34367500857045
263928,585000,-10571,55.34008135464951
345627,849694.5,-15364,55.30425019526165
132486,900000,-16279,55.28595122550525
213186,900000,-16312,55.17410495340853
388381,540000,-9794,55.13579742699612
362914,427500,-7761,55.08310784692694
344975,607500,-11033,55.06208646786912
390857,765000,-13911,54.992452016389905
343029,675000,-12277,54.98085851592408
207513,450000,-8186,54.97190324945028
370231,810000,-14743,54.94132808790612
429117,675000,-12289,54.927170640410125
372054,1260000,-22945,54.91392460230987
253117,652500,-11894,54.859593072137216
411564,450000,-8208,54.824561403508774
121705,675000,-12321,54.7845142439737
139707,675000,-12325,54.766734279918865
264635,585000,-10689,54.7291608195341
163620,585000,-10700,54.67289719626168
341777,675000,-12350,54.65587044534413
287680,765000,-14007,54.615549368173056
147658,585000,-10713,54.60655278633436
190439,540000,-9894,54.578532443905395
221660,675000,-12368,54.57632600258732
127084,810000,-14843,54.57117833322105
180199,675000,-12371,54.563091100153585
368068,675000,-12376,54.54104718810601
315034,540000,-9902,54.53443748737629
314610,661500,-12135,54.51174289245983
230949,720000,-13214,54.48766459815347
139940,675000,-12389,54.483816288643155
159724,675000,-12390,54.479418886198545
155626,675000,-12411,54.38723712835388
121685,630000,-11584,54.3853591160221
277101,540000,-9932,54.36971405557793
120567,810000,-14914,54.311385275579994
322842,765000,-14088,54.3015332197615
167781,1125000,-20733,54.26132252930111
266920,540000,-9954,54.249547920434
297251,675000,-12451,54.21251305116055
405123,675000,-12452,54.208159331834246
233186,445500,-8222,54.183896862077354
339432,855000,-15781,54.179076104175905
263298,900000,-16615,54.16792055371652
243226,900000,-16617,54.16140097490522
261131,450000,-8313,54.13208228076507
269929,900000,-16626,54.13208228076507
310454,900000,-16632,54.112554112554115
229980,810000,-14971,54.10460223097989
422134,697500,-12916,54.002787240631775
136520,540000,-10008,53.9568345323741
264013,455850,-8457,53.90209294075913
232502,675000,-12523,53.90082248662461
221144,675000,-12526,53.887913140667415
323024,576000,-10693,53.86701580473207
307624,900000,-16724,53.81487682372638
298549,540000,-10045,53.758088601294176
313515,630000,-11721,53.74968006142821
429293,675000,-12567,53.712103127238
237456,630000,-11734,53.69013124254304
444218,900000,-16778,53.64167362021695
203649,675000,-12588,53.622497616777885
226996,607500,-11331,53.61397934868943
327831,675000,-12590,53.61397934868943
128302,540000,-10078,53.58205993252629
165979,675000,-12599,53.57568060957219
415980,630000,-11763,53.55776587605203
409059,900000,-16811,53.53637499256439
337828,495000,-9249,53.51929938371716
423221,630000,-11777,53.494098666893095
426582,765000,-14302,53.48902251433366
316212,900000,-16835,53.46005346005346
201870,540000,-10102,53.45476143337953
192753,855000,-16004,53.424143964009
137046,450000,-8424,53.41880341880342
207902,630000,-11799,53.39435545385202
377006,900000,-16865,53.36495701156241
290472,900000,-16873,53.33965507023055
222215,675000,-12659,53.32174737341022
367284,540000,-10131,53.30174711282203
273882,900000,-16886,53.298590548383274
187599,536026.5,-10061,53.2776562965908
315469,900000,-16903,53.24498609714252
192499,463500,-8706,53.239145416953825
268057,900000,-16905,53.23868677905945
208183,630000,-11840,53.20945945945946
336550,900000,-16923,53.18205991845417
255580,540000,-10161,53.144375553587246
265269,490500,-9231,53.13617159571011
207230,675000,-12704,53.13287153652393
292393,945000,-17787,53.128689492325854
131584,675000,-12706,53.124508106406424
308167,450000,-8471,53.12241766025263
392837,675000,-12710,53.107789142407555
198300,540000,-10171,53.09212466817422
282776,697500,-13141,53.078152347614335
444426,630000,-11870,53.07497893850042
240825,634500,-11959,53.056275608328455
444613,675000,-12723,53.053525112001886
357180,472500,-8907,53.048164365106096
126644,1125000,-21214,53.031017252757614
372331,810000,-15285,52.99313052011776
418719,585000,-11049,52.94596796090144
356075,675000,-12762,52.89139633286319
141462,450000,-8509,52.88518039722646
220088,675000,-12767,52.870682227618076
235993,1147500,-21717,52.83878988810609
282345,675000,-12776,52.8334376956794
376422,742500,-14068,52.77935740688086
440476,675000,-12794,52.75910583085822
367196,675000,-12795,52.75498241500586
243782,900000,-17076,52.705551651440615
229729,810000,-15375,52.68292682926829
373346,540000,-10252,52.67264923917284
203332,765000,-14527,52.6605630894197
438743,765000,-14531,52.64606702911018
353257,720000,-13687,52.60466135749251
